Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend,data_quality_score,cleansing_timestamp,record_source
CASH,2,1,75.90000153,242.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Michael,983,Richmond,,Corporate,PR,5645 Sunny Spring Gate,725,5,Golf,18.22757721,-66.04562378,Pacific Asia,Yakarta,Indonesia,983,2016-02-24 18:30:00,28757,502,7.5,0.029999999,71982,50.0,0.310000002,5,250.0,242.5,75.90000153,Southeast Asia,Yakarta,CLOSED,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-02-26 18:30:00,First Class,190,3113,30,15,4,20160224,1,1658,Wednesday,2,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,61.72999954,189.9499969,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,,Barbara,10933,Smith,,Corporate,PR,5594 Jagged Embers By-pass,725,5,Golf,18.25609589,-66.37055969,Pacific Asia,Sydney,Australia,10933,2015-12-02 12:19:00,22985,627,10.0,0.050000001,57523,39.99000168,0.330000013,5,199.9499969,189.9499969,61.72999954,Oceania,Nueva Gales del Sur,CLOSED,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-12-04 12:19:00,First Class,2005,2708,37,17,4,20151202,1,1301,Wednesday,12,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,155.4499969,330.75,Late delivery,1,26,Girls' Apparel,Humacao,Puerto Rico,,James,5691,Brown,,Corporate,PR,3444 Quiet Bluff Farm,791,5,Golf,18.1501503,-65.82595062,Pacific Asia,Yunyang,China,5691,2015-11-13 04:48:00,21662,565,19.25,0.059999999,54164,70.0,0.469999999,5,350.0,330.75,155.4499969,Eastern Asia,Henan,CLOSED,,565,26,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,adidas Youth Germany Black/Red Away Match Soc,70.0,0,2015-11-15 04:48:00,First Class,1042,3152,32,16,4,20151113,1,1223,Friday,11,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,68.08000183,217.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Thomas,5182,Morgan,,Corporate,PR,5443 Hazy Pond Way,725,5,Golf,18.25744438,-66.37052155,Pacific Asia,Pune,India,5182,2015-11-09 15:40:00,21419,502,32.5,0.129999995,53570,50.0,0.310000002,5,250.0,217.5,68.08000183,South Asia,Maharashtra,CLOSED,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-11-11 15:40:00,First Class,948,2212,30,15,4,20151109,1,1206,Monday,11,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,77.69999695,210.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Rose,8127,Anderson,,Corporate,PR,3930 Cozy Byway,725,5,Golf,18.27364349,-66.37052155,Pacific Asia,Yakarta,Indonesia,8127,2016-01-14 21:11:00,25956,502,40.0,0.159999996,64969,50.0,0.370000005,5,250.0,210.0,77.69999695,Southeast Asia,Yakarta,CLOSED,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-01-16 21:11:00,First Class,1481,3118,30,15,4,20160114,1,1491,Thursday,1,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,14.06000042,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Christopher,4764,Smith,,Corporate,PR,3813 Grand Dale,725,5,Golf,18.2605648,-66.3706131,Pacific Asia,Albury,Australia,4764,2015-12-08 20:43:00,23420,502,62.5,0.25,58584,50.0,0.079999998,5,250.0,187.5,14.06000042,Oceania,Nueva Gales del Sur,CLOSED,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-12-10 20:43:00,First Class,878,58,30,15,4,20151208,1,1322,Tuesday,12,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,131.2400055,374.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Mary,3488,Mueller,,Corporate,PR,3902 Umber Valley,725,3,Footwear,18.2970829,-66.37057495,USCA,Philadelphia,Estados Unidos,3488,2016-06-26 14:39:00,37172,191,124.9899979,0.25,92757,99.98999786,0.349999994,5,499.9500122,374.9599915,131.2400055,East of USA,Pensilvania,CLOSED,19140.0,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-06-28 14:39:00,First Class,648,2132,12,7,2,20160626,1,1965,Sunday,6,2,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,112.6999969,245.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Karen,8771,Green,,Corporate,PR,6718 High Panda Dell,725,5,Golf,18.24752235,-66.37063599,USCA,Gilbert,Estados Unidos,8771,2016-05-28 11:43:00,35177,502,5.0,0.02,87864,50.0,0.460000008,5,250.0,245.0,112.6999969,West of USA,Arizona,CLOSED,85234.0,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-05-30 11:43:00,First Class,1601,947,30,15,4,20160528,1,1912,Saturday,5,2,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,-180.0,225.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Helen,5600,Smith,,Corporate,PR,2736 Blue Crest,725,5,Golf,18.29227638,-66.3706131,USCA,New York City,Estados Unidos,5600,2016-07-03 08:51:00,37635,502,25.0,0.100000001,93924,50.0,-0.800000012,5,250.0,225.0,-180.0,East of USA,Nueva York,CLOSED,10035.0,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-07-05 08:51:00,First Class,1028,1936,30,15,4,20160703,1,1977,Sunday,7,3,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,2,1,16.30999947,108.7099991,Late delivery,1,40,Accessories,Caguas,Puerto Rico,,Mary,8810,Smith,,Corporate,PR,8718 Shady Bank,725,6,Outdoors,18.25025559,-66.37055206,USCA,Wilmington,Estados Unidos,8810,2016-07-28 21:16:00,39383,906,16.23999977,0.129999995,98327,24.98999977,0.150000006,5,124.9499969,108.7099991,16.30999947,South of  USA,Carolina del Norte,CLOSED,28403.0,906,40,http://images.acmesports.sports/Team+Golf+Tennessee+Volunteers+Putter+Grip,Team Golf Tennessee Volunteers Putter Grip,24.98999977,0,2016-07-30 21:16:00,First Class,1607,3070,55,21,5,20160728,1,2026,Thursday,7,3,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,59.83000183,230.1199951,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,,Giselle,14496,Hyde,,Corporate,PR,9832 Bright Pioneer Lane,725,10,Technology,18.27550125,-66.03705597,Europe,Langen,Alemania,14496,2017-11-01 14:08:00,70943,1352,22.76000023,0.090000004,174258,252.8800049,0.25999999,1,252.8800049,230.1199951,59.83000183,Western Europe,Baja Sajonia,CLOSED,,1352,65,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,2017-11-02 02:08:00,Same Day,2346,1404,70,32,9,20171101,3,3493,Wednesday,11,4,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,29.87999916,82.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Ralph,1525,Washington,,Corporate,PR,5352 Jagged Subdivision,725,3,Footwear,18.27647972,-66.37059784,Europe,Klaip?da,Lituania,1525,2016-10-09 17:08:00,44372,191,17.0,0.170000002,110774,99.98999786,0.360000014,1,99.98999786,82.98999786,29.87999916,Northern Europe,Klaip?da,CLOSED,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-10-10 05:08:00,Same Day,284,1335,12,7,2,20161009,3,2247,Sunday,10,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,13.94999981,123.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Kenneth,7731,Dominguez,,Corporate,PR,223 Round Hollow,725,4,Apparel,18.25471306,-66.37059784,Europe,Gothenburg,Suecia,7731,2015-08-12 22:59:00,15343,403,6.5,0.050000001,38366,129.9900055,0.109999999,1,129.9900055,123.4899979,13.94999981,Northern Europe,Västra Götaland,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-08-13 10:59:00,Same Day,1410,983,29,14,3,20150812,3,718,Wednesday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,17.68000031,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Janet,5098,Allen,,Corporate,PR,8343 Umber Avenue,725,4,Apparel,18.22579575,-66.37059784,Europe,Gómel,Bielorrusia,5098,2016-10-23 15:21:00,45326,403,19.5,0.150000006,113251,129.9900055,0.159999996,1,129.9900055,110.4899979,17.68000031,Eastern Europe,Gómel,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-10-24 03:21:00,Same Day,935,1033,29,14,3,20161023,3,2311,Sunday,10,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,29.47999954,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Janet,5098,Allen,,Corporate,PR,8343 Umber Avenue,725,4,Apparel,18.22579575,-66.37059784,Europe,Gómel,Bielorrusia,5098,2016-10-23 15:21:00,45326,403,20.79999924,0.159999996,113248,129.9900055,0.270000011,1,129.9900055,109.1900024,29.47999954,Eastern Europe,Gómel,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-10-24 03:21:00,Same Day,935,1033,29,14,3,20161023,3,2308,Sunday,10,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,48.79999924,399.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,,Mary,806,Wells,,Corporate,PR,7601 Pleasant Brook Gate,725,7,Fan Shop,18.2275734,-66.04563141,Europe,Viena,Austria,806,2015-06-22 01:09:00,11787,1004,0.0,0.0,29477,399.980011,0.119999997,1,399.980011,399.980011,48.79999924,Western Europe,Viena,CLOSED,,1004,45,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-06-22 13:09:00,Same Day,164,2983,63,25,6,20150622,5,512,Monday,6,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,102.5899963,379.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,,Steven,11346,Smith,,Corporate,PR,8944 Misty Willow Point,725,7,Fan Shop,18.29310036,-66.37062073,Europe,Helsinki,Finlandia,11346,2015-09-06 10:51:00,17021,1004,20.0,0.050000001,42560,399.980011,0.270000011,1,399.980011,379.980011,102.5899963,Northern Europe,Uusimaa,CLOSED,,1004,45,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-09-06 22:51:00,Same Day,2078,1090,63,25,6,20150906,5,880,Sunday,9,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,98.27999878,363.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,,Kenneth,7731,Dominguez,,Corporate,PR,223 Round Hollow,725,7,Fan Shop,18.25471306,-66.37059784,Europe,Gothenburg,Suecia,7731,2015-08-12 22:59:00,15343,1004,36.0,0.090000004,38369,399.980011,0.270000011,1,399.980011,363.980011,98.27999878,Northern Europe,Västra Götaland,CLOSED,,1004,45,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-08-13 10:59:00,Same Day,1410,983,63,25,6,20150812,3,721,Wednesday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,2.700000048,269.980011,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,,Amber,6955,Smith,,Corporate,PR,2803 Pleasant Barn Dell,725,7,Fan Shop,18.23220635,-66.37054443,Europe,San Sebastian,España,6955,2015-09-03 11:23:00,16817,957,30.0,0.100000001,42028,299.980011,0.01,1,299.980011,269.980011,2.700000048,Southern Europe,País Vasco,CLOSED,,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-09-03 23:23:00,Same Day,1268,2445,59,23,6,20150903,5,853,Thursday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,-391.4700012,260.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,,Mary,6113,Davis,,Corporate,PR,5057 Shady Anchor Run,725,7,Fan Shop,18.24187088,-66.37051392,Europe,Southend-on-Sea,Reino Unido,6113,2017-07-23 23:13:00,64050,957,39.0,0.129999995,160141,299.980011,-1.5,1,299.980011,260.980011,-391.4700012,Northern Europe,Inglaterra,CLOSED,,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-07-24 11:13:00,Same Day,1118,2632,59,23,6,20170723,3,3196,Sunday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,68.84999847,254.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,,Kenneth,7731,Dominguez,,Corporate,PR,223 Round Hollow,725,7,Fan Shop,18.25471306,-66.37059784,Europe,Gothenburg,Suecia,7731,2015-08-12 22:59:00,15343,957,45.0,0.150000006,38368,299.980011,0.270000011,1,299.980011,254.9799957,68.84999847,Northern Europe,Västra Götaland,CLOSED,,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-08-13 10:59:00,Same Day,1410,983,59,23,6,20150812,3,720,Wednesday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,-6.900000095,29.37000084,Late delivery,1,59,Books,Caguas,Puerto Rico,,Quyn,12536,Fuentes,,Corporate,PR,4110 Silent Pointe,725,8,Book Shop,18.27321625,-66.37059784,Europe,London,Reino Unido,12536,2017-10-03 23:28:00,68983,1346,1.710000038,0.059999999,172298,31.07999992,-0.239999995,1,31.07999992,29.37000084,-6.900000095,Northern Europe,Inglaterra,CLOSED,,1346,59,http://images.acmesports.sports/Sports+Books,Sports Books,31.07999992,0,2017-10-04 11:28:00,Same Day,2283,1499,64,26,7,20171003,3,3430,Tuesday,10,4,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,1.75999999,87.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Carl,9900,Palmer,,Corporate,PR,3410 Grand Elk Trail,725,3,Footwear,18.25153542,-66.37051392,LATAM,Buenos Aires,Argentina,9900,2015-02-02 22:01:00,2256,191,12.0,0.119999997,5647,99.98999786,0.02,1,99.98999786,87.98999786,1.75999999,South America,Buenos Aires,CLOSED,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-02-03 10:01:00,Same Day,1813,426,12,7,2,20150202,3,85,Monday,2,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,36.79999924,79.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,,Denise,7985,Smith,,Corporate,PR,1734 Old Hickory Corners,725,3,Footwear,18.22399712,-66.37062073,LATAM,Petapa,Guatemala,7985,2017-03-27 04:06:00,55912,191,20.0,0.200000003,139805,99.98999786,0.460000008,1,99.98999786,79.98999786,36.79999924,Central America,Guatemala,CLOSED,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2017-03-27 16:06:00,Same Day,1457,2121,12,7,2,20170327,5,2873,Monday,3,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,-23.21999931,123.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Tammy,12064,Smith,,Corporate,PR,8219 Wishing Creek Close,725,4,Apparel,18.28017044,-66.37052155,LATAM,San Justo,Argentina,12064,2017-03-02 16:56:00,54236,403,6.5,0.050000001,135602,129.9900055,-0.189999998,1,129.9900055,123.4899979,-23.21999931,South America,Santa Fe,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-03-03 04:56:00,Same Day,2205,2411,29,14,3,20170302,3,2806,Thursday,3,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,-93.26999664,106.5899963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,,Mary,5332,Smith,,Corporate,PR,1534 Wishing Blossom Nook,725,4,Apparel,18.21160507,-66.37054443,LATAM,São Paulo,Brasil,5332,2017-05-28 03:40:00,60158,403,23.39999962,0.180000007,150536,129.9900055,-0.879999995,1,129.9900055,106.5899963,-93.26999664,South America,São Paulo,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-05-28 15:40:00,Same Day,979,2735,29,14,3,20170528,5,3033,Sunday,5,2,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,4.519999981,39.99000168,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,,Emily,8668,Riley,,Corporate,PR,9494 Harvest Turnabout,725,5,Golf,18.20666313,-66.37063599,LATAM,Bogotá,Colombia,8668,2017-02-23 15:43:00,53753,627,0.0,0.0,134378,39.99000168,0.109999999,1,39.99000168,39.99000168,4.519999981,South America,Bogotá,CLOSED,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-02-24 03:43:00,Same Day,1576,357,37,17,4,20170223,3,2786,Thursday,2,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,100.8700027,387.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,,Carl,9900,Palmer,,Corporate,PR,3410 Grand Elk Trail,725,7,Fan Shop,18.25153542,-66.37051392,LATAM,Buenos Aires,Argentina,9900,2015-02-02 22:01:00,2256,1004,12.0,0.029999999,5646,399.980011,0.25999999,1,399.980011,387.980011,100.8700027,South America,Buenos Aires,CLOSED,,1004,45,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-02-03 10:01:00,Same Day,1813,426,63,25,6,20150202,3,84,Monday,2,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,28.35000038,283.480011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,,Carl,9900,Palmer,,Corporate,PR,3410 Grand Elk Trail,725,7,Fan Shop,18.25153542,-66.37051392,LATAM,Buenos Aires,Argentina,9900,2015-02-02 22:01:00,2256,957,16.5,0.059999999,5648,299.980011,0.100000001,1,299.980011,283.480011,28.35000038,South America,Buenos Aires,CLOSED,,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-02-03 10:01:00,Same Day,1813,426,59,23,6,20150202,3,86,Monday,2,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,10.43999958,260.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,,Tammy,12064,Smith,,Corporate,PR,8219 Wishing Creek Close,725,7,Fan Shop,18.28017044,-66.37052155,LATAM,San Justo,Argentina,12064,2017-03-02 16:56:00,54236,957,39.0,0.129999995,135601,299.980011,0.039999999,1,299.980011,260.980011,10.43999958,South America,Santa Fe,CLOSED,,957,43,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-03-03 04:56:00,Same Day,2205,2411,59,23,6,20170302,3,2805,Thursday,3,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,23.86000061,73.43000031,Late delivery,1,72,Pet Supplies,Caguas,Puerto Rico,,Ruth,16564,Vinson,,Corporate,PR,9216 Crystal Lagoon Park,725,11,Pet Shop,18.21538544,-66.03704834,Pacific Asia,Lianyuan,China,16564,2017-12-01 18:39:00,73011,1359,10.97000027,0.129999995,176326,84.40000153,0.330000013,1,84.40000153,73.43000031,23.86000061,Eastern Asia,Hunan,CLOSED,,1359,72,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,2017-12-02 06:39:00,Same Day,2417,1449,77,39,10,20171201,3,3564,Friday,12,4,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,2.150000095,71.73999786,Late delivery,1,72,Pet Supplies,Caguas,Puerto Rico,,Libby,19239,Branch,,Corporate,PR,1613 Broad Beach,725,11,Pet Shop,18.21265411,-66.03705597,Pacific Asia,Mandurah,Australia,19239,2018-01-09 19:49:00,75686,1359,12.65999985,0.150000006,179001,84.40000153,0.029999999,1,84.40000153,71.73999786,2.150000095,Oceania,Australia Occidental,CLOSED,,1359,72,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,2018-01-10 07:49:00,Same Day,2619,1631,77,39,10,20180109,3,3766,Tuesday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,-62.29999924,84.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,,Edward,6726,Ryan,,Corporate,PR,2385 Lost Zephyr Green,725,3,Footwear,18.26427651,-66.37059021,Pacific Asia,Broken Hill,Australia,6726,2016-01-13 02:27:00,25834,191,15.0,0.150000006,64675,99.98999786,-0.730000019,1,99.98999786,84.98999786,-62.29999924,Oceania,Nueva Gales del Sur,CLOSED,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-01-13 14:27:00,Same Day,1231,413,12,7,2,20160113,5,1480,Wednesday,1,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,62.40000153,129.9900055,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,,Amber,6955,Smith,,Corporate,PR,2803 Pleasant Barn Dell,725,4,Apparel,18.23220635,-66.37054443,Pacific Asia,Sydney,Australia,6955,2015-12-03 05:08:00,23033,403,0.0,0.0,57666,129.9900055,0.479999989,1,129.9900055,129.9900055,62.40000153,Oceania,Nueva Gales del Sur,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-12-03 17:08:00,Same Day,1268,2702,29,14,3,20151203,5,1307,Thursday,12,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,23.26000023,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Debra,11582,Hull,,Corporate,PR,7970 Little Heath,725,4,Apparel,18.2283001,-66.37059784,Pacific Asia,Taizhou,China,11582,2016-03-03 22:00:00,29315,403,20.79999924,0.159999996,73348,129.9900055,0.209999993,1,129.9900055,109.1900024,23.26000023,Eastern Asia,Jiangsu,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-03-04 10:00:00,Same Day,2114,2750,29,14,3,20160303,3,1698,Thursday,3,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,0,0,8.18999958,109.1900024,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,,Mary,7660,Smith,,Corporate,PR,833 Amber Anchor Glen,725,4,Apparel,18.2567749,-66.3706131,Pacific Asia,Manila,Filipinas,7660,2016-01-05 01:45:00,25284,403,20.79999924,0.159999996,63357,129.9900055,0.079999998,1,129.9900055,109.1900024,8.18999958,Southeast Asia,Capital Nacional,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-01-05 13:45:00,Same Day,1396,1644,29,14,3,20160105,5,1454,Tuesday,1,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,1,0,13.48999977,107.8899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Debra,11582,Hull,,Corporate,PR,7970 Little Heath,725,4,Apparel,18.2283001,-66.37059784,Pacific Asia,Taizhou,China,11582,2016-03-03 22:00:00,29315,403,22.10000038,0.170000002,73347,129.9900055,0.129999995,1,129.9900055,107.8899994,13.48999977,Eastern Asia,Jiangsu,CLOSED,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-03-04 10:00:00,Same Day,2114,2750,29,14,3,20160303,3,1697,Thursday,3,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
